,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,authorLabel,combinedGenres,birthDate,combinedNationalityOrLanguage,topBooks,author_id,genres_list,books_list
121,121,121,125,Arlette Cousture,Novel,1948-04-03,,Les Filles de Caleb,Arlette Cousture,['Novel'],['Les Filles De Caleb']
122,122,122,126,Arnold Lobel,Children's literature,1933-05-22,,"Frog and Toad, Mouse Soup",Arnold Lobel,['Childrens Literature'],"['Frog And Toad', 'Mouse Soup']"
123,123,123,127,Arnold Weinstein,"Musical theatre, Opera",1927-06-10,,"A View From the Bridge, McTeague",Arnold Weinstein,"['Musical Theatre', 'Opera']","['A View From The Bridge', 'Mcteague']"
124,124,124,128,Arnon Grunberg,"Novels, essays, columns",1971-02-22,Dutch language,Tirza,Arnon Grunberg,"['Novels', 'Essays', 'Columns']",['Tirza']
125,125,125,129,Arthur C. Clarke,"Hard science fiction, Popular science",1917-12-16,,"2001: A Space Odyssey, Childhood's End, Rendezvous with Rama, The Fountains of Paradise",Arthur C. Clarke,"['Hard Science Fiction', 'Popular Science']","['2001 A Space Odyssey', 'Childhoods End', 'Rendezvous With Rama', 'The Fountains Of Paradise']"
126,126,126,130,Arthur Conan Doyle,Detective fiction,1859-05-22,,"Canon of Sherlock Holmes, The Lost World (Conan Doyle novel)",Arthur Conan Doyle,['Detective Fiction'],"['Canon Of Sherlock Holmes', 'The Lost World Conan Doyle Novel']"
127,127,127,131,Arthur Phillips,Literary fiction,1969-04-23,English,"Prague (novel), The Tragedy of Arthur",Arthur Phillips,['Literary Fiction'],"['Prague Novel', 'The Tragedy Of Arthur']"
128,128,128,132,Arthur Ransome,Children's literature,1884-01-18,,Swallows and Amazons series,Arthur Ransome,['Childrens Literature'],['Swallows And Amazons Series']
129,129,129,133,Arthur Schnitzler,"Short stories, novels, plays",1862-05-15,German,"Dream Story, Fräulein Else (novella), La Ronde (play)",Arthur Schnitzler,"['Short Stories', 'Novels', 'Plays']","['Dream Story', 'Frulein Else Novella', 'La Ronde Play']"
130,130,130,134,Arto Paasilinna,"Comedy, Picaresque, Satire",1942-04-20,,"The Howling Miller, The Year of the Hare (novel)",Arto Paasilinna,"['Comedy', 'Picaresque', 'Satire']","['The Howling Miller', 'The Year Of The Hare Novel']"
131,131,131,135,Arturo Islas,Chicano Literature,1938-05-24,,The Rain God,Arturo Islas,['Chicano Literature'],['The Rain God']
132,132,132,136,Arturo Pérez-Reverte,Historical novel,1951-11-25,Spanish,Captain Alatriste,Arturo Pérez-Reverte,['Historical Novel'],['Captain Alatriste']
133,133,133,137,Aryamba Pattabhi,"Biographies,, Feminism, Fiction on Family Dramas,, Psychological/ Mental Illness,, Romance,, Social Stigma,, Sports,",1936-03-12,Kannada,"Eradu Mukha, Savathiya Neralu",Aryamba Pattabhi,"['Biographies', 'Feminism', 'Fiction On Family Dramas', 'Psychological Mental Illness', 'Romance', 'Social Stigma', 'Sports']","['Eradu Mukha', 'Savathiya Neralu']"
134,134,134,138,Ashapurna Devi,Fiction,1909-01-08,India,Prothom Protishruti,Ashapurna Devi,['Fiction'],['Prothom Protishruti']
135,135,135,139,Ashley Pharoah,"Drama, science fiction",1959-09-13,,"Ashes to Ashes (British TV series), Life on Mars (UK TV series), Wild at Heart (UK TV series)",Ashley Pharoah,"['Drama', 'Science Fiction']","['Ashes To Ashes British Tv Series', 'Life On Mars Uk Tv Series', 'Wild At Heart Uk Tv Series']"
136,136,136,140,Ashwin Sanghi,"Conspiracy fiction, Mystery fiction, Thriller (genre)",1969-01-25,,"Chanakya's Chant, The Krishna Key, The Rozabal Line",Ashwin Sanghi,"['Conspiracy Fiction', 'Mystery Fiction', 'Thriller Genre']","['Chanakyas Chant', 'The Krishna Key', 'The Rozabal Line']"
137,137,137,141,Athol Fugard,"Drama, novel, memoir",1932-06-11,,"""Master Harold""...and the Boys, Blood Knot",Athol Fugard,"['Drama', 'Novel', 'Memoir']","['Master Haroldand The Boys', 'Blood Knot']"
138,138,138,142,Audre Lorde,"Nonfiction, Poetry",1934-02-18,,"The Cancer Journals, Zami: A New Spelling of My Name",Audre Lorde,"['Nonfiction', 'Poetry']","['The Cancer Journals', 'Zami A New Spelling Of My Name']"
139,139,139,143,Augusta Jane Evans Wilson,Southern literature,1835-05-08,English,St. Elmo (novel),Augusta Jane Evans Wilson,['Southern Literature'],['St Elmo Novel']
140,140,140,144,Augusto Roa Bastos,Dictator novel,1917-06-13,,"Hijo de hombre, I, the Supreme",Augusto Roa Bastos,['Dictator Novel'],"['Hijo De Hombre', 'I', 'The Supreme']"
141,141,141,145,Avi (author),"Children's literature, YA fiction",1937-12-23,,"Crispin: The Cross of Lead, Nothing But the Truth (book), Poppy (novel), The True Confessions of Charlotte Doyle",Avi (author),"['Childrens Literature', 'Ya Fiction']","['Crispin The Cross Of Lead', 'Nothing But The Truth Book', 'Poppy Novel', 'The True Confessions Of Charlotte Doyle']"
142,142,142,146,Ayana Gray,"Children's literature, Fantasy",1993-03-13,English,Beasts of Prey (novel),Ayana Gray,"['Childrens Literature', 'Fantasy']",['Beasts Of Prey Novel']
143,143,143,147,Ayu Utami,"Essay, Novel",1968-11-21,Indonesian,Saman (novel),Ayu Utami,"['Essay', 'Novel']",['Saman Novel']
144,144,144,148,B. S. Johnson,Prose,1933-02-05,,"Albert Angelo, Christie Malry's Own Double-Entry",B. S. Johnson,['Prose'],"['Albert Angelo', 'Christie Malrys Own Doubleentry']"
145,145,145,149,Babi Dewet,", Romance, juvenile, young adult",1986-12-30,,Sábado à Noite,Babi Dewet,"['Romance', 'Juvenile', 'Young Adult']",['Sbado  Noite']
146,146,146,150,Baku Yumemakura,"Adventure novel, Fantasy, Science fiction",1951-01-01,Japanese people,"Garou Den, Onmyoji (novel series), The Summit of the Gods",Baku Yumemakura,"['Adventure Novel', 'Fantasy', 'Science Fiction']","['Garou Den', 'Onmyoji Novel Series', 'The Summit Of The Gods']"
147,147,147,151,Bali Rai,Young adult fiction,1971-11-30,English,(Un)arranged Marriage,Bali Rai,['Young Adult Fiction'],['Unarranged Marriage']
148,148,148,152,Barbara Comyns,English literature,1907-12-27,,The Vet's Daughter,Barbara Comyns,['English Literature'],['The Vets Daughter']
149,149,149,153,Barbara Cooney,"Children's literature, Fiction, Poetry",1917-08-06,,"Chanticleer and the Fox (book), Miss Rumphius, Ox-Cart Man",Barbara Cooney,"['Childrens Literature', 'Fiction', 'Poetry']","['Chanticleer And The Fox Book', 'Miss Rumphius', 'Oxcart Man']"
150,150,150,154,Barbro Lindgren,"Children's fiction, picture books",1937-03-18,,"Den vilda bebin, Max (book series)",Barbro Lindgren,"['Childrens Fiction', 'Picture Books']","['Den Vilda Bebin', 'Max Book Series']"
151,151,151,155,Barcroft Boake (poet),bush poetry,1866-03-26,English,Where the Dead Men Lie,Barcroft Boake (poet),['Bush Poetry'],['Where The Dead Men Lie']
152,152,152,156,Baroness Orczy,"Adventure fiction, Mystery fiction",1865-09-23,Hungary,"The Emperor's Candlesticks, The Scarlet Pimpernel",Baroness Orczy,"['Adventure Fiction', 'Mystery Fiction']","['The Emperors Candlesticks', 'The Scarlet Pimpernel']"
153,153,153,157,Barry B. Longyear,Science fiction,1942-05-12,Americans,"Circus World (novel), Enemy Mine (novella), Sea of Glass",Barry B. Longyear,['Science Fiction'],"['Circus World Novel', 'Enemy Mine Novella', 'Sea Of Glass']"
154,154,154,158,Barry Took,"Radio, television",1928-06-19,,"Bootsie and Snudge, One-Upmanship, Round the Horne, The Army Game",Barry Took,"['Radio', 'Television']","['Bootsie And Snudge', 'Oneupmanship', 'Round The Horne', 'The Army Game']"
155,155,155,159,Barthold Fles,"Children's literature, Non-fiction",1902-02-07,,"Bambi's Children, Literature",Barthold Fles,"['Childrens Literature', 'Nonfiction']","['Bambis Children', 'Literature']"
156,156,156,160,Becca Fitzpatrick,"Fantasy, Romance novel, Young adult fiction",1979-02-03,,"Hush, Hush (series)",Becca Fitzpatrick,"['Fantasy', 'Romance Novel', 'Young Adult Fiction']","['Hush', 'Hush Series']"
157,157,157,161,Becky Albertalli,"Coming of age novel, LGBT literature, Young adult fiction",1982-11-17,,"Leah on the Offbeat, Love, Creekwood, Simon vs. the Homo Sapiens Agenda, The Upside of Unrequited",Becky Albertalli,"['Coming Of Age Novel', 'Lgbt Literature', 'Young Adult Fiction']","['Leah On The Offbeat', 'Love', 'Creekwood', 'Simon Vs The Homo Sapiens Agenda', 'The Upside Of Unrequited']"
158,158,158,162,Ben Okri,"Fiction, essays, poetry",1959-03-15,,"Starbook, The Famished Road",Ben Okri,"['Fiction', 'Essays', 'Poetry']","['Starbook', 'The Famished Road']"
159,159,159,163,Bernard Cornwell,"Historical fiction, Historical non-fiction",1944-02-23,,"Sharpe (novel series), The Saxon Stories, The Warlord Chronicles",Bernard Cornwell,"['Historical Fiction', 'Historical Nonfiction']","['Sharpe Novel Series', 'The Saxon Stories', 'The Warlord Chronicles']"
160,160,160,164,Bernard Malamud,"Novel, Short story",1914-04-26,,"The Fixer (novel), The Natural",Bernard Malamud,"['Novel', 'Short Story']","['The Fixer Novel', 'The Natural']"
161,161,161,165,Bernie West,Sitcom,1918-05-30,,"All in the Family, The Jeffersons, The Ropers, Three's A Crowd, Three's Company",Bernie West,['Sitcom'],"['All In The Family', 'The Jeffersons', 'The Ropers', 'Threes A Crowd', 'Threes Company']"
162,162,162,166,Bertha Harris,Lesbian fiction,1937-12-17,,Lover (novel),Bertha Harris,['Lesbian Fiction'],['Lover Novel']
163,163,163,167,Berthe Bénichou-Aboulker,"Drama, Poetry",1888-05-16,,"Berbers, Kahina",Berthe Bénichou-Aboulker,"['Drama', 'Poetry']","['Berbers', 'Kahina']"
164,164,164,168,Bertolt Brecht,"Epic theatre, Non-Aristotelian drama",1898-02-10,,"Life of Galileo, Mother Courage and Her Children, Mr Puntila and his Man Matti, The Caucasian Chalk Circle, The Good Person of Szechwan, The Resistible Rise of Arturo Ui, The Threepenny Opera",Bertolt Brecht,"['Epic Theatre', 'Nonaristotelian Drama']","['Life Of Galileo', 'Mother Courage And Her Children', 'Mr Puntila And His Man Matti', 'The Caucasian Chalk Circle', 'The Good Person Of Szechwan', 'The Resistible Rise Of Arturo Ui', 'The Threepenny Opera']"
165,165,165,169,Bessie Head,"Essay, Fiction, Novel",1937-07-06,South African people,When Rain Clouds Gather,Bessie Head,"['Essay', 'Fiction', 'Novel']",['When Rain Clouds Gather']
166,166,166,171,Betsy Byars,"Children's fiction, Historical fiction, Realistic fiction, Young adult fiction",1928-08-07,,Summer of the Swans,Betsy Byars,"['Childrens Fiction', 'Historical Fiction', 'Realistic Fiction', 'Young Adult Fiction']",['Summer Of The Swans']
167,167,167,172,Bette Greene,"Children's fiction, Young adult fiction",1934-06-28,,Summer of My German Soldier,Bette Greene,"['Childrens Fiction', 'Young Adult Fiction']",['Summer Of My German Soldier']
168,168,168,173,Betty Fussell,"Biographies, Cookbooks, Food History, Memoirs",1927-07-28,English,"Food & Wine (magazine), Gastronomica, Los Angeles Times, Metropolitan Home, Saveur, The New York Times, The New Yorker, Vogue (magazine)",Betty Fussell,"['Biographies', 'Cookbooks', 'Food History', 'Memoirs']","['Food  Wine Magazine', 'Gastronomica', 'Los Angeles Times', 'Metropolitan Home', 'Saveur', 'The New York Times', 'The New Yorker', 'Vogue Magazine']"
169,169,169,174,Betty MacDonald,"Autobiography, Children's literature",1907-03-26,,"Mrs. Piggle-Wiggle, The Egg and I",Betty MacDonald,"['Autobiography', 'Childrens Literature']","['Mrs Pigglewiggle', 'The Egg And I']"
170,170,170,175,Betty Ren Wright,"Children's fiction, Ghost story",1927-06-15,,"Christina's Ghost, The Dollhouse Murders",Betty Ren Wright,"['Childrens Fiction', 'Ghost Story']","['Christinas Ghost', 'The Dollhouse Murders']"
171,171,171,176,Bharati Mukherjee,Short story,1940-07-27,Canadians,Jasmine (novel),Bharati Mukherjee,['Short Story'],['Jasmine Novel']
172,172,172,179,Bhavesh Bhatt,Ghazal,1975-01-12,Indian people,"Bhitarno Shankhanaad, Chhe To Chhe",Bhavesh Bhatt,['Ghazal'],"['Bhitarno Shankhanaad', 'Chhe To Chhe']"
173,173,173,181,Bienvenido Santos,"fiction, poetry",1911-03-22,,Scent of Apples,Bienvenido Santos,"['Fiction', 'Poetry']",['Scent Of Apples']
174,174,174,182,Bill Coffin,"Fantasy, Science fiction",1970-09-17,,"Heroes Unlimited, Palladium Fantasy Role-Playing Game, Rifts (role-playing game), Systems Failure",Bill Coffin,"['Fantasy', 'Science Fiction']","['Heroes Unlimited', 'Palladium Fantasy Roleplaying Game', 'Rifts Roleplaying Game', 'Systems Failure']"
175,175,175,183,Bill Konigsberg,"Young adult, LGBT",1970-11-11,,Openly Straight,Bill Konigsberg,"['Young Adult', 'Lgbt']",['Openly Straight']
176,176,176,184,Bimal Mitra,"Novelist, Stories",1912-03-18,India,Saheb Bibi Golam,Bimal Mitra,"['Novelist', 'Stories']",['Saheb Bibi Golam']
177,177,177,185,Binod Bihari Verma,"Rural life, social justice, historical",1937-12-03,,Maithili Karna Kayasthak Panjik Sarvekshan,Binod Bihari Verma,"['Rural Life', 'Social Justice', 'Historical']",['Maithili Karna Kayasthak Panjik Sarvekshan']
178,178,178,186,Blake Crouch,"Mystery fiction, Science fiction, Thriller (genre)",1978-10-15,,"Dark Matter (Crouch novel), The Wayward Pines Trilogy",Blake Crouch,"['Mystery Fiction', 'Science Fiction', 'Thriller Genre']","['Dark Matter Crouch Novel', 'The Wayward Pines Trilogy']"
179,179,179,187,Blanche d'Alpuget,"Biography, Drama, Romance novel",1944-01-03,,"The Young Lion, Turtle Beach (film)",Blanche d'Alpuget,"['Biography', 'Drama', 'Romance Novel']","['The Young Lion', 'Turtle Beach Film']"
180,180,180,188,Bob Proctor (author),Self-help,1934-07-05,,The Secret (2006 film),Bob Proctor (author),['Selfhelp'],['The Secret 2006 Film']
181,181,181,189,Boban Knežević,Fantasy,1959-09-17,Serbia,Black Blossom,Boban Knežević,['Fantasy'],['Black Blossom']
182,182,182,190,Boris Akunin,"Detective fiction, Historical fiction",1956-05-20,,Erast Fandorin,Boris Akunin,"['Detective Fiction', 'Historical Fiction']",['Erast Fandorin']
183,183,183,191,Brad Meltzer,"Non-fiction, Political thriller, Superhero fantasy",1970-04-01,,"Identity Crisis (DC Comics), Jack & Bobby",Brad Meltzer,"['Nonfiction', 'Political Thriller', 'Superhero Fantasy']","['Identity Crisis Dc Comics', 'Jack  Bobby']"
184,184,184,192,Brad R. Torgersen,Science fiction,1974-04-06,,A Star-Wheeled Sky,Brad R. Torgersen,['Science Fiction'],['A Starwheeled Sky']
185,185,185,193,Bram Stoker,"Gothic fiction, Romance novel",1847-11-08,,Dracula,Bram Stoker,"['Gothic Fiction', 'Romance Novel']",['Dracula']
186,186,186,194,Brandon Mull,"Fantasy, Young adult fiction",1974-11-08,United States,Fablehaven (book),Brandon Mull,"['Fantasy', 'Young Adult Fiction']",['Fablehaven Book']
187,187,187,195,Brandon Sanderson,"Fantasy, Science fiction",1975-12-19,,"Mistborn series, Robert Jordan, Skyward (novel), The Reckoners, The Stormlight Archive",Brandon Sanderson,"['Fantasy', 'Science Fiction']","['Mistborn Series', 'Robert Jordan', 'Skyward Novel', 'The Reckoners', 'The Stormlight Archive']"
188,188,188,196,Breandán Ó hEithir,"Fiction, autobiography, politics, geography",1930-01-18,Irish language,Lig Sinn i gCathú,Breandán Ó hEithir,"['Fiction', 'Autobiography', 'Politics', 'Geography']",['Lig Sinn I Gcath']
189,189,189,197,Brendan Behan,Playwright,1923-02-09,,"Borstal Boy, The Hostage (play), The Quare Fellow",Brendan Behan,['Playwright'],"['Borstal Boy', 'The Hostage Play', 'The Quare Fellow']"
190,190,190,198,Bret Easton Ellis,"Black comedy, Satire, Transgressive fiction",1964-03-07,,"American Psycho, Less than Zero (novel)",Bret Easton Ellis,"['Black Comedy', 'Satire', 'Transgressive Fiction']","['American Psycho', 'Less Than Zero Novel']"
191,191,191,199,Brian Aldiss,Science fiction,1925-08-18,,"Helliconia, Supertoys Last All Summer Long",Brian Aldiss,['Science Fiction'],"['Helliconia', 'Supertoys Last All Summer Long']"
192,192,192,200,Brian Evenson,"Literary fiction, Popular fiction",1966-08-12,,"Father of Lies (novel), Last Days (Evenson novel)",Brian Evenson,"['Literary Fiction', 'Popular Fiction']","['Father Of Lies Novel', 'Last Days Evenson Novel']"
193,193,193,201,Brian Freemantle,Thriller (genre),1936-06-10,English people,Charlie M,Brian Freemantle,['Thriller Genre'],['Charlie M']
194,194,194,202,Brian Herbert,Science fiction,1947-06-29,English,Dune (franchise),Brian Herbert,['Science Fiction'],['Dune Franchise']
195,195,195,203,Brian Jay Jones,biography,1967-08-01,,"Dr. Seuss, Jim Henson",Brian Jay Jones,['Biography'],"['Dr Seuss', 'Jim Henson']"
196,196,196,204,Brian K. Vaughan,"Fantasy, Space opera",1976-07-17,,"Ex Machina (comics), Lost (TV series), Paper Girls, Pride of Baghdad, Runaways (comics), Saga (comics), Under the Dome (TV series), Y: The Last Man",Brian K. Vaughan,"['Fantasy', 'Space Opera']","['Ex Machina Comics', 'Lost Tv Series', 'Paper Girls', 'Pride Of Baghdad', 'Runaways Comics', 'Saga Comics', 'Under The Dome Tv Series', 'Y The Last Man']"
197,197,197,205,Brian Keene,Horror fiction,1967-09-22,,"The Conqueror Worms, The Rising (Keene novel)",Brian Keene,['Horror Fiction'],"['The Conqueror Worms', 'The Rising Keene Novel']"
198,198,198,206,Brian McClellan,Fantasy,1986-01-25,,The Powder Mage trilogy,Brian McClellan,['Fantasy'],['The Powder Mage Trilogy']
199,199,199,207,Brian Selznick,"Children's literature, Historical novel",1966-07-14,,"The Invention of Hugo Cabret, Wonderstruck (book)",Brian Selznick,"['Childrens Literature', 'Historical Novel']","['The Invention Of Hugo Cabret', 'Wonderstruck Book']"
200,200,200,208,Bruno Schulz,"Novel, short story",1892-07-12,,"Sanatorium Under the Sign of the Hourglass, The Street of Crocodiles",Bruno Schulz,"['Novel', 'Short Story']","['Sanatorium Under The Sign Of The Hourglass', 'The Street Of Crocodiles']"
201,201,201,209,Bryan Fuller,"Comedy, Drama, Fantasy, Horror and terror, Macabre, Science fiction",1969-07-27,,"American Gods (TV series), Dead Like Me, Hannibal (TV series), Pushing Daisies, Star Trek, Wonderfalls",Bryan Fuller,"['Comedy', 'Drama', 'Fantasy', 'Horror And Terror', 'Macabre', 'Science Fiction']","['American Gods Tv Series', 'Dead Like Me', 'Hannibal Tv Series', 'Pushing Daisies', 'Star Trek', 'Wonderfalls']"
202,202,202,210,Buddhisagar,Fiction,1981-06-02,,"Karnali Blues, Phirphire (novel)",Buddhisagar,['Fiction'],"['Karnali Blues', 'Phirphire Novel']"
203,203,203,211,Buddy Wakefield,Poetry,1974-06-04,,Run On Anything,Buddy Wakefield,['Poetry'],['Run On Anything']
204,204,204,212,C. J. Cherryh,"Fantasy, Science fiction",1942-09-01,,"Alliance–Union universe, Foreigner series",C. J. Cherryh,"['Fantasy', 'Science Fiction']","['Allianceunion Universe', 'Foreigner Series']"
205,205,205,213,C. S. Lewis,Christian apologetics,1898-11-29,,"Mere Christianity, Surprised by Joy: The Shape of My Early Life, The Abolition of Man, The Allegory of Love, The Chronicles of Narnia, The Screwtape Letters, The Space Trilogy, Till We Have Faces",C. S. Lewis,['Christian Apologetics'],"['Mere Christianity', 'Surprised By Joy The Shape Of My Early Life', 'The Abolition Of Man', 'The Allegory Of Love', 'The Chronicles Of Narnia', 'The Screwtape Letters', 'The Space Trilogy', 'Till We Have Faces']"
206,206,206,214,C. V. Balakrishnan,"Novel, novella, short story, essay, screenplay",1952-09-24,Malayalam,"Ayussinte Pusthakam, Kamamohitham",C. V. Balakrishnan,"['Novel', 'Novella', 'Short Story', 'Essay', 'Screenplay']","['Ayussinte Pusthakam', 'Kamamohitham']"
