authorLabel,combinedGenres,birthDate,combinedNationalityOrLanguage,topBooks
László Krasznahorkai,"novels, short stories, screenplays",1954-01-05,Hungarian language,"Satantango (novel), Seiobo There Below, The Melancholy of Resistance, War and War"
László Krasznahorkai,"novels, short stories, screenplays",1954-01-05,German language,"Satantango (novel), Seiobo There Below, The Melancholy of Resistance, War and War"
M. K. Asante,"African-American literature, Creative nonfiction, Hip-hop, Memoir",1982-11-03,,"Buck: A Memoir, While Black with MK Asante"
M. M. Kaye,Historical fiction,1908-08-21,,The Far Pavilions
M. Stanton Evans,Nonfiction,1934-07-20,,Blacklisted by History
Ma Jian (writer),Novel,1953-08-18,,Beijing Coma
Maajid Nawaz,Nonfiction,1977-11-02,,"Islam and the Future of Tolerance, Radical: My Journey out of Islamist Extremism"
Mabel Cook Cole,Children's literature; also Philippine anthropology topics,1899-04-18,,Margaret Mead
Madeleine L'Engle,"Christian fiction, Essay, Poetry, Science fiction",1918-11-29,,A Wrinkle in Time
Maeve Binchy,Travel writing,1939-05-28,Irish nationality law,"Circle of Friends (novel), Deeply Regretted By..., Scarlet Feather, Tara Road"
Maj Sjöwall,Crime fiction,1935-09-25,Swedish,Martin Beck
Mal Peet,"Children's literature, Young adult fiction",1947-10-05,,"Exposure (Peet novel), Keeper (Peet novel), Tamar (novel)"
Malcolm Saville,Children's fiction,1901-02-21,,Lone Pine (books)
Mamoni Raisom Goswami,Assamese literature,1942-11-14,,"Pages Stained With Blood, The Man from Chinnamasta, The Moth Eaten Howdah of the Tusker"
Manana Antadze,"Epic poetry, Tragicomedy",1945-08-28,,Macbeth
Manmohan Acharya,Poetry,1967-10-20,,"Gita-Milindam, Gitamohanam"
Mansour Bushnaf,"Fiction, plays, essays",1954-10-22,,Chewing Gum (novel)
Manuel Muñoz (writer),Literary fiction,1972-03-04,,Zigzagger
Marabel Morgan,Self Help,1937-06-25,,The Total Woman
Marc Levy,Novel,1961-10-16,,"If Only It Were True, Vous revoir"
Marc Ostrofsky,Nonfiction,1961-10-28,,Get Rich Click
Marc Simont,Children's literature,1915-11-23,American people,Nate the Great
Marcia Levin,Children's fiction,1918-10-29,United States,Donna Parker
Margaret Alison Johansen,Children's literature,1896-09-07,,Ood-Le-Uk the Wanderer
Margaret Atwood,"Climate fiction, Dystopian fiction, Historical fiction, Speculative fiction",1939-11-18,,"Alias Grace, Cat's Eye (novel), Oryx and Crake, Surfacing (novel), The Blind Assassin, The Handmaid's Tale, The Testaments"
Margaret Craven (writer),"Short stories, novels",1901-03-13,,I Heard the Owl Call My Name
Margaret Farrar,Journalist,1897-03-23,,The New York Times
Margaret Irwin (novelist),"Biography, Historical novel, Horror fiction",1889-03-27,,Young Bess (novel)
Margaret Larkin,"Fiction, Non-fiction",1899-07-07,United States,Yad Mordechai
Margaret Laurence,"Canadian literature, Children's literature",1926-07-18,,"The Diviners, The Stone Angel"
Margaret Mahy,"Children's literature, Supernatural fiction",1936-03-21,English,"A Lion in the Meadow, The Changeover, The Haunting (Mahy novel)"
Margaret Mitchell,Epic novel,1900-11-08,,"Gone with the Wind (novel), Lost Laysen"
Margaret Murie,Memoir,1902-08-18,,Two in the Far North
Margaret Peterson Haddix,Young adult fiction,1964-04-09,,"Shadow Children (series), The Missing (novel series)"
Margaret Wise Brown,Children's literature,1910-05-23,American people,"Goodnight Moon, The Color Kittens, The Runaway Bunny"
Margret Rey,Children's literature,1906-05-16,,Curious George
Marguerite Henry,Children's books,1902-04-13,,"Brighty of the Grand Canyon, King of the Wind, Misty of Chincoteague"
Maria Konopnicka,Realism (literature),1842-05-23,Poles,Rota (poem)
Maria Susanna Cummins,"Children's literature, Romance novel",1827-04-09,,The Lamplighter
Mariam Petrosyan,Magic Realism,1969-08-10,Armenians,The Gray House
Mariama Bâ,novel,1929-04-17,French,So Long a Letter
Marian Engel,Fiction,1933-05-24,,Bear (novel)
Marian Keyes,Contemporary fiction,1963-09-10,,Lucy Sullivan Is Getting Married
Marie Louise Andrews,"Poems, essays, sketches",1849-10-31,,Western Association of Writers
Marie Lu,Young adult fiction,1984-07-11,,"Champion (novel), Legend (Lu novel), Prodigy (Lu novel), The Midnight Star, The Rose Society, The Young Elites, Warcross"
Mario Puzo,Crime fiction,1920-10-15,,The Godfather (novel)
Marion Zimmer Bradley,"Fantasy, Historical fantasy, Science fantasy, Science fiction",1930-06-03,Americans,"Darkover series, The Mists of Avalon"
Marissa Meyer,Young adult fiction,1984-02-19,,The Lunar Chronicles
Marissa Moss,Children's books,1959-09-29,United States,Amelia's notebooks
Mark Evanier,Comic book,1952-03-02,Americans,"Blackhawk (DC Comics), Crossfire (Eclipse Comics), Garfield and Friends, Kirby: King of Comics, Richie Rich (1980 TV series), Scooby-Doo, The DNAgents, The Garfield Show, The Plastic Man Comedy/Adventure Show"
Mark Walden,"Evil, Fantasy",1972-10-03,English,H.I.V.E. (series)
Mark Z. Danielewski,"Horror fiction, Satire",1966-03-05,,"House of Leaves, Only Revolutions, The Familiar, Volume 1: One Rainy Day in May"
Marlon James (novelist),Fiction,1970-11-24,Jamaica,"A Brief History of Seven Killings, The Book of Night Women"
Mart Crowley,"Comedy, Drama",1935-08-21,,The Boys in the Band (play)
Marti Leimbach,"Fiction, Literary fiction",1963-07-16,,"Dying Young, The Man from Saigon"
Martin Cruz Smith,Mystery fiction,1942-11-03,,Gorky Park (novel)
Martin Gardner,"Annotated edition, Close-up magic, Debunking, Puzzles, Recreational mathematics",1914-10-21,,"Fads and Fallacies in the Name of Science, Mathematical Games (column), The Ambidextrous Universe, The Annotated Alice"
Martin Woodhouse,Science-fiction,1932-08-29,,"Supercar (TV series), The Avengers (TV series)"
Mary Antin,Memoir,1881-06-13,,The Promised Land (autobiography)
Mary Doria Russell,"Historical fiction, Science fiction",1950-08-19,,The Sparrow (novel)
Mary Gould Davis,Children's literature,1882-02-13,,Truce of the Wolf and Other Tales of Old Italy
Mary Grannan,Children's literature,1900-02-11,English,"Just Mary, Maggie Muggins"
Mary Howard (novelist),Romance novel,1907-12-27,English,"Countess (novel), More Than Friendship"
Mary Norton (writer),Children's literature,1903-12-10,,"Bonfires and Broomsticks, The Borrowers, The Magic Bed Knob"
Mary Robinette Kowal,"Fantasy, Fantasy of manners, Science fiction",1969-02-08,,"Evil Robot Monkey, The Calculating Stars"
Mary Treadgold,Children's novels,1910-04-16,,We Couldn't Leave Dinah
María Nestora Téllez,"Allegory, Fantasy, Novel, Poetry, Textbook",1828-02-25,,Staurofila
Mato Lovrak,"Novels, short stories",1899-03-08,Croatian language,"Družba Pere Kvržice, Vlak u snijegu"
Matthew Arnold,"Poetry; literary, social and religious criticism",1822-12-24,,"Culture and Anarchy, Dover Beach, The Scholar-Gipsy, Thyrsis (poem)"
Matthew Mather,Science fiction,1969-09-28,,Cyberstorm (novel)
Maureen Daly,Young adult fiction,1921-03-15,,Seventeenth Summer
Maurice Gran,Television,1949-10-26,United Kingdom,"Believe Nothing, Birds of a Feather (TV series), Get Back (TV series), Goodnight Sweetheart (TV series), Holding the Fort, Love Hurts (UK TV series), Mumbai Calling, Roll Over Beethoven (TV series), Shine on Harvey Moon, The New Statesman (1987 TV series), Unfinished Business (TV series)"
Maurice Leblanc,Science fiction,1864-12-11,,Arsène Lupin
Maurice Sendak,", Children's literature, picture books",1928-06-10,,"In the Night Kitchen, Kenny's Window, Outside Over There, Seven Little Monsters, Where the Wild Things Are"
Maurine Whipple,"Novel, short story",1903-01-20,English,The Giant Joshua
Mauro Boselli (writer),Horror comics,1953-08-30,,"Dampyr, Tex Willer"
Max Booth III,Horror fiction,1993-07-04,English,We Need to Do Something
Max Gladstone,"Fantasy, Urban fantasy",1984-04-28,English,This Is How You Lose the Time War
Meg Cabot,"Chick-lit, Mystery fiction",1967-02-01,,"Avalon High, The Mediator, The Princess Diaries"
Melchior Wańkowicz,"Biographies, memoirs, World War II history, personal correspondence",1892-01-10,Polish,"Sztafeta, Wrzesień żagwiący"
Melina Marchetta,Young adult fiction,1965-03-25,,"Finnikin of the Rock, Looking for Alibrandi (novel), On the Jellicoe Road"
Melinda Haynes,Southern Gothic,1955-12-03,,Mother of Pearl
Melissa Marr,"Urban fantasy, Young adult fiction",1972-07-25,English,Wicked Lovely
Melissa de la Cruz,Young adult fiction,1971-09-07,English,"Blue Bloods (novel series), Witches of East End"
Mem Fox,Children literature,1946-03-05,,Possum Magic
Meša Selimović,novel,1910-04-26,Yugoslavia,Death and the Dervish
Michael Cole (writer),Children's TV and books,1933-03-17,,"Bod (TV series), Fingerbobs, Ragtime (TV series)"
Michael Cristofer,Drama,1945-01-22,,The Shadow Box
Michael Dorris,"Children's fiction, memoir",1945-01-30,,A Yellow Raft in Blue Water
Michael Ende,"Children's fiction, Fantasy",1929-11-12,,"Jim Button and Luke the Engine Driver, Momo (novel), The Neverending Story"
Michael Gallagher (writer),"Comic books, satire",1951-11-15,United States,"Mad (magazine), Sonic the Hedgehog (comic book)"
Michael Glenny,Russian literature,1927-09-26,"English, Russian, German",The Master and Margarita
Michael Hirst (writer),Historical fiction,1952-09-21,,"Elizabeth (film), Elizabeth: The Golden Age, The Tudors, Vikings (2013 TV series)"
Michael Leahy (author),Non-fiction,1953-01-28,,"Hard Lessons, The Last Innocents, When Nothing Else Matters"
Michael Moorcock,"Fantasy, Literary fiction, Science fiction",1939-12-18,,"Mother London, New Worlds (magazine), Pyat Quartet"
Michael Stewart (playwright),Musical theatre,1924-08-01,,"42nd Street (musical), Barnum (musical), Bye Bye Birdie, Carnival!, George M!, Hello, Dolly! (musical), Mack and Mabel"
Michael de Larrabeiti,Fantasy literature,1934-08-18,English,The Borrible Trilogy
Michel Butor,", Novel, criticism",1926-09-14,,La Modification
Michel Déon,"Novels, essays, theater",1919-08-04,,"Les Poneys sauvages, The Foundling Boy, Un taxi mauve"
Michel Faber,Poetry,1960-04-13,,"The Book of Strange New Things, The Crimson Petal and the White, Under the Skin (novel)"
Michelle Magorian,"http://dbpedia.org/resource/Novels,_Libretto,_Lyrics",1947-11-06,,"Back Home (novel), Goodnight Mister Tom, Just Henry"
Michelle Paver,"Children's literature, Horror fiction",1960-09-07,English,Chronicles of Ancient Darkness
Michio Takeyama,novels,1903-07-17,,Harp of Burma
Mick Inkpen,Children's Fiction,1952-12-22,English,Kipper the Dog
Miguel Ángel Asturias,"Dictator novel, Magic realism",1899-10-19,,"El Señor Presidente, Men of Maize"
Miha Mazzini,"Novel, Short story, Film",1961-06-03,,"Guarding Hanna, King of the Rattling Spirits, The Cartier Project"
Miho Mosulishvili,"drama, tragicomedy, comedy",1962-12-10,,"Flight without a tun (Picaresque novel), Vazha-Pshavela (biographical novel)"
Mike Bullen,"Comedy, drama",1960-01-13,,"Cold Feet, Life Begins (TV series)"
Mike Drucker,Comedy,1984-03-15,,"Bill Nye Saves the World, Full Frontal with Samantha Bee, The Tonight Show starring Jimmy Fallon"
Mikhail Naimy,Poetry,1889-10-17,Lebanese people,The Book of Mirdad
Mikhail Yemtsev,Science fiction,2020-10-30,Russian people,World Soul (novel)
Mikheil Javakhishvili,Realism (arts),1880-11-20,Georgians,"Jaqo's Dispossessed, Kvachi Kvachantiradze, The White Collar (novel)"
Milan Kundera,Novel,1929-04-01,Czechs,"The Book of Laughter and Forgetting, The Joke (novel), The Unbearable Lightness of Being"
Mildred D. Taylor,Children's literature,1943-09-13,,"Roll of Thunder, Hear My Cry"
Miloš Crnjanski,"poetry, novel, short story, essay, travel literature, memoir",1893-10-26,Serbia,The Journal of Carnojevic
Milton A. Rothman,Science fiction,1919-11-30,,The Laws of Physics
Minoru Kawakami,"Fantasy, Science fiction",1975-01-03,,"Horizon in the Middle of Nowhere, The Ending Chronicle"
Mitch Albom,"Fiction, Non-fiction",1958-05-23,,"Detroit Free Press, For One More Day, Have a Little Faith (Mitch Albom book), The Five People You Meet in Heaven, Tuesdays with Morrie"
Mitch Cullin,Literary fiction,1968-03-23,,"A Slight Trick of the Mind, Tideland"
Mohiuddin Nawab,"Paranormal fiction, Realistic Fiction, Romantic literature",1930-09-04,Pakistani,"Devta (novel), Suspense Digest"
Mohsin Hamid,Literary fiction,1971-07-23,,"Exit West, Moth Smoke, The Reluctant Fundamentalist"
Mokutaro Kinoshita,Literary critic,1885-08-01,,Nevus of Ota
Molvi Ahmed Mallah,Aesthetic,1877-02-01,,"Poetry, Quran"
Monica Byrne,Science fiction,1981-07-13,,The Girl in the Road
Monica Hughes,"Adventure novel, Children's literature",1925-11-03,,The Keeper of the Isis Light
Muhammad Mansuruddin,"Folklore, Lexicography",1904-01-31,,Haramoni
Muhammad Younis Butt,Humor,1962-01-04,Pakistan,"Family Front, Hum Sab Ajeeb Se Hain, Hum Sab Umeed Sai Hain"
Mundhir Qabbānī,"Thriller, Literature, Fiction, & Historical Fiction",1970-10-11,Arabic,The Shadow of Government
Murdo Macfarlane,Poetry,1901-02-15,Scottish Gaelic,Cànan nan Gàidheal
Myint Swe (writer),non-fiction,1912-07-25,,The Japanese Era Rangoon General Hospital
Myra Sajid,Male,1975-06-10,Urdu,Numm
N. Prabhakaran,"Short story, novel, novella, play, travelogue, screen play, literary criticism",1952-12-30,Malayalam,Pulijanmam
N. Scott Momaday,Fiction,1934-02-27,Kiowa,House Made of Dawn
Nadeem Aslam,"Essay, Novel",1966-06-11,,"Maps for Lost Lovers, The Blind Man's Garden"
Nadine Gordimer,", Novels, dramatic plays",1923-11-20,English,"Burger's Daughter, July's People, The Conservationist"
Naguib Mahfouz,"Novel, Short story",1911-12-11,Egyptians,"Cairo Trilogy, Children of Gebelawi, The Harafish"
Nahoko Uehashi,"Children's literature, Fantasy",1962-07-15,Japanese people,Moribito series
Nalapat Narayana Menon,"Poem, play, translation",1887-10-07,Malayalam,Les Misérables
Nalo Hopkinson,"Fantasy, Science fiction",1960-12-20,English studies,"Brown Girl in the Ring (novel), Skin Folk, The Salt Roads"
Namina Forna,"Fantasy, Young adult",1987-01-09,Sierra Leone,The Gilded Ones
Namina Forna,"Fantasy, Young adult",1987-01-09,Americans,The Gilded Ones
Nancy H. Kleinbaum,"Children's literature, Fantasy",1948-08-30,,Dead Poets Society
Nancy McKenzie,Historical fiction,1948-02-19,English,Queen of Camelot
Naomi Klein,Nonfiction,1970-05-08,,"No Logo, The Shock Doctrine, This Changes Everything (book)"
Napoleon Hill,"Non-fiction, Self-help",1883-10-26,,"Outwitting the Devil, The Law of Success, Think and Grow Rich"
Nataniel Aguirre,Novel,1843-10-10,,Juan de la Rosa (novel)
Natasha Allegri,"Adventure, Comedy drama, Science fiction, Science-fantasy",1986-06-18,,"Adventure Time, Bee and PuppyCat"
Natsuhiko Kyogoku,"Horror fiction, Mystery fiction",1963-03-26,Japanese,"Requiem from the Darkness, Summer of the Ubume"
Natsume Sōseki,"Essays, Fiction, Poetry",1867-02-09,Japanese people,"Botchan, I Am a Cat, Kokoro"
Natsuo Kirino,Mystery and thriller,1951-10-07,Japanese people,Out (novel)
Nava Macmel-Atir,"Children's literature, Novels",1964-08-27,Israelis,Ot me-Avshalom
Neamat Imam,"Drama, historical fiction, short fiction, novel",1971-01-05,,The Black Coat
Ned Vizzini,Young adult fiction,1981-04-04,,"Be More Chill, House of Secrets (2013 novel), It's Kind of a Funny Story"
Neil Gaiman,"Comedy, Dark fantasy, Fantasy literature, Horror fiction, Science fiction",1960-11-10,,"American Gods, Coraline, Good Omens, Neverwhere, Stardust (Gaiman novel), The Graveyard Book, The Ocean at the End of the Lane, The Sandman (Vertigo)"
Neil Simon,Farce,1927-07-04,,"Biloxi Blues, Brighton Beach Memoirs, Come Blow Your Horn, Lost in Yonkers, The Goodbye Girl, The Odd Couple (play)"
Nevada Barr,Mystery novel,1952-03-01,,Track of the Cat (book)
Neville Cardus,", Descriptive cricket reporting, Musical criticism",1888-04-02,,The Manchester Guardian
Ngaio Bealum,"Alternative comedy, Observational comedy, Storytelling",1968-02-15,,Cooking on High
Nic Pizzolatto,"Crime fiction, Literary fiction, Neo-noir, Screenwriting",1975-10-18,,True Detective
Nic Stone,Fiction for young adult,1985-07-10,,Dear Martin
Nicholas Pileggi,Crime fiction,1933-02-22,,Wiseguy (book)
Nicholson Baker,"Novels, non-fiction, essays",1957-01-07,English,"Double Fold, The Fermata, The Mezzanine"
Nick Butterworth,Children's fiction,1946-05-24,,Percy the Park Keeper
Nick Kotz,History,1932-09-16,,Martin Luther King Jr.
Nick Park,Animation,1958-12-06,United Kingdom,"Chicken Run, Creature Comforts, Early Man (film), Shaun the Sheep, Wallace and Gromit"
Nikolai Ostrovsky,Socialist realist,1904-09-29,Ukrainians,How the Steel Was Tempered
NoViolet Bulawayo,Short story; novel,1981-12-10,English,"Glory (Bulawayo novel), We Need New Names"
Nodar Dumbadze,"Comic novel, Humour, Novel",1928-07-14,Georgia (country),"Granny, Iliko, Illarion, and I"
Nora Burglon,Children's Literature,1896-04-28,,Children of the Soil: A Story of Scandinavia
Norman Bridwell,Children's literature,1928-02-15,,Clifford the Big Red Dog
Norman Maclean,"Biography, Fishing, Nature, Outdoor literature",1902-12-23,,"A River Runs Through It (novel), Young Men and Fire"
Norton Juster,"Children's fiction, wordplay",1929-06-02,,"The Dot and the Line, The Phantom Tollbooth"
Oakley Hall,Western,1920-07-01,,Warlock (1958 novel)
Ocean Vuong,Poetry (magazine),1988-10-14,,"Night Sky with Exit Wounds, On Earth We're Briefly Gorgeous"
Octave Mirbeau,"Art criticism, Chronicle, Comedy, Novel",1848-02-16,,The Torture Garden
Olaf Stapledon,"Philosophy, Science fiction",1886-05-10,,"Last and First Men, Odd John, Star Maker"
Orhan Pamuk,Novel,1952-06-07,,"A Strangeness in My Mind, Istanbul: Memories and the City, My Name is Red, Silent House (novel), Snow (Pamuk novel), The Black Book (Pamuk novel), The Museum of Innocence, The New Life (novel), The Red-Haired Woman, The White Castle"
Orlando Scott Goff,Sioux,1843-09-10,,"Chief Joseph, Sitting Bull"
Orson Scott Card,"Fantasy literature, Historical fiction, Horror fiction, LDS fiction, Science fiction, Thriller (genre)",1951-08-24,English studies,"Ender's Game (series), The Tales of Alvin Maker"
Oscar Hijuelos,"Hispanic and Latino Americans, Memoir",1951-08-24,English,The Mambo Kings Play Songs of Love
Oscar Wilde,"Epigram, drama, short story, criticism, journalism",1854-10-16,"English, French, Greek","The Importance of Being Earnest, The Picture of Dorian Gray"
Otar Chiladze,"Historical fiction, Philosophical fiction, Poetry",1933-03-20,Georgian language,A Man Was Going Down the Road
Otsuichi,"Detective literature, Horror fiction",1978-10-21,Japan,Goth (novel)
Ottessa Moshfegh,", Fiction, essays",1981-05-20,,"Eileen (novel), My Year of Rest and Relaxation"
Oğuz Atay,Fiction,1934-10-12,,"Tehlikeli Oyunlar, Tutunamayanlar"
P. D. Eastman,Children's literature,1909-11-25,,"Are You My Mother?, Go, Dog. Go!"
P. L. Travers,"Children's literature, Fantasy literature",1899-08-09,,Mary Poppins (book series)
P. Lalita Kumari,Feminist,1950-11-27,,The Liberation of Sita
PJ Haarsma,Young adult fiction,1964-06-05,,The Softwire
Pam Muñoz Ryan,"Children's literature, Young adult fiction",1951-12-25,,"Echo (Muñoz Ryan novel), Esperanza Rising"
Pamela Porter,"Poetry, children’s fiction",1956-07-14,,The Crazy Man
Pamela Redmond Satran,Comedy literature,1953-04-10,,Younger (TV series)
Paolo Bacigalupi,"Biopunk, Science fiction, Young adult fiction",1972-08-06,,"Ship Breaker, The Windup Girl"
Parappurath,"Novel, short Story, screenplays",1924-11-14,India,Ara Nazhika Neram
Patricia Anthony,"Science fiction, Slipstream (genre)",1947-03-29,,Brother Termite
Patricia Highsmith,"Crime fiction, Psychological thriller, Romance novel, Thriller (genre)",1921-01-19,English,"Deep Water (Highsmith novel), Strangers on a Train (novel), The Blunderer, The Cry of the Owl, The Price of Salt, The Talented Mr. Ripley"
Patricia Wrede,"Children's literature, fantasy and science fiction",1953-03-27,,Enchanted Forest Chronicles
Patrick Allen (music educator),Education,1955-10-17,United Kingdom,Singing Matters
Patrick Carman,"Children's literature, Fantasy, Science fiction, Young adult fiction",1966-02-27,,"Atherton: The House of Power, Skeleton Creek (novel), The Land of Elyon"
Patrick McCabe (novelist),Black,1955-03-27,Irish people,"Breakfast on Pluto, The Butcher Boy (novel)"
Patrick Tilley,Science fiction,1928-07-04,,The Amtrak Wars
Pattukkottai Prabakar,"Crime, Detective",1958-07-30,Tamil language,Naan Avan Illai (2007 film)
Paul Biegel,Children's literature,1925-03-25,Netherlands,The King of the Copper Mountains
Paul Celan,"Poetry, translation",1920-11-23,German,Todesfuge
Paul Fenimore Cooper,"Children's literature, folklore, non-fiction",1899-09-15,,Tal: His Marvelous Adventures with Noom-Zor-Noom
Paul Hendrickson,Nonfiction,1944-04-29,English language,Sons of Mississippi
Paul Howard (writer),Comic novel,1971-01-06,,Ross O'Carroll-Kelly
Paul Magrs,"Horror fiction, LGBT literature, Magic realism, Mystery fiction, Science fiction, Young adult fiction",1969-11-12,,"Doctor Who, Iris Wildthyme"
Paul Quarrington,Humour,1953-07-22,,"King Leary, The Ravine, Whale Music"
Paul Shipton,Children's literature,1963-06-15,,"The Pig Scrolls, The Pig Who Saved the World"
Paul Zindel,"Drama, Novel, Screenplay",1936-05-15,,The Pigman
Paul Éluard,Poetry,1895-12-14,,Liberté (poem)
Paula Fox,"Children's literature, Memoirs",1923-04-22,,"Desperate Characters (novel), The Slave Dancer"
Paulo Coelho,"Drama, Romance novel",1947-08-24,,The Alchemist (novel)
Paweł Jasienica,history,1909-11-10,Poles,Piast Poland
Pedro Medina Avendaño,Lyric poetry,1915-09-14,Colombian people,Anthem of Bogotá
Pendleton Ward,"Adventure fiction, Comedy drama, Science fantasy",1982-09-23,,"Adventure Time, Bravest Warriors, The Midnight Gospel"
Per Wahlöö,Crime fiction,1926-08-05,,Martin Beck
Perry Moore,"Children's literature, Fantasy literature",1971-11-04,,"Hero (novel), The Chronicles of Narnia (film series)"
Peter Bowker,Drama,1959-01-05,,"Blackpool (TV serial), Desperate Romantics, Occupation (TV series)"
Peter Dickinson,"Children's novels, Crime fiction, Picture books",1927-12-16,,"City of Gold (book), Eva (novel), The Flight of Dragons (book), Tulku (book)"
Peter Janney,Non-fiction,1947-09-13,,Mary Pinchot Meyer
Peter Maas,Crime fiction,1929-06-27,,"The Valachi Papers (book), Underboss (book)"
Peter Matthiessen,"Nature writing, Travel writing",1927-05-22,English,"Shadow Country, The Snow Leopard"
Peter Morgan,"Comedy, drama, historical fiction",1963-04-10,,"Frost/Nixon (film), Rush (2013 film), The Crown (TV series), The Queen (2006 film)"
Peter Olausson,Factoids,1971-11-06,,Factoids
Peter Robinson (novelist),Crime fiction,1950-03-17,,Inspector Alan Banks
Peter Temple,"Crime fiction, Murder mystery, Thriller (genre)",1946-03-10,,Jack Irish
Peter Watts (author),Science fiction,1958-01-25,,Blindsight (Watts novel)
Phil Redmond,Television,1949-06-10,British nationality law,"Brookside (television programme), Grange Hill, Hollyoaks, The Courtroom"
Phil Redmond,Television,1949-06-10,United Kingdom,"Brookside (television programme), Grange Hill, Hollyoaks, The Courtroom"
Philip K. Dick,"Paranoid fiction, Philosophical fiction, Science fiction",1928-12-16,,"A Scanner Darkly, Do Androids Dream of Electric Sheep?, Flow My Tears, the Policeman Said, Second Variety, The Man in the High Castle, Ubik, VALIS trilogy, We Can Remember It For You Wholesale"
Philip Pullman,Fantasy fiction,1946-10-19,,"Clockwork, or All Wound Up, His Dark Materials, The Good Man Jesus and the Scoundrel Christ"
Philip Wylie,Science fiction,1902-05-12,,"Generation of Vipers, When Worlds Collide"
Philippa Pearce,"Children's literature, Supernatural fiction",1920-01-22,,Tom's Midnight Garden
Phoebe Hinsdale Brown,Hymn,1783-05-01,English,I love to steal awhile away
Pierre Corneille,"Comedy, Tragedy",1606-06-06,,Le Cid
Pierre Lemaitre,"Fiction, History, Mystery fiction, Thriller (genre)",1951-04-19,,"Alex (Verhœven series), Camille (Verhœven series)"
Pierre Louÿs,Erotic literature,1870-12-10,French,Les Chansons de Bilitis
Pierre Schaeffer bibliography,"Christian novel, Column (newspaper), Diary, Memoirs, Nonfiction novel, Treatise",1910-08-14,,In Search of a Concrete Music
Poul Anderson,"Mystery fiction, Time travel",1926-11-25,,"Tau Zero, The Broken Sword, Three Hearts and Three Lions"
Preeti Singh,"Fiction, Thriller",1971-10-26,,Flirting with Fate (novel)
Preston Fassel,Horror fiction,1985-09-11,English,Our Lady of the Inferno
Primo Levi,"Autobiography, short story, essay",1919-07-31,Italian,"If This Is a Man, The Periodic Table (short story collection)"
Priscilla Cummings,"Children's literature, Young adult fiction",1951-04-13,,Red Kayak
Purushottama Lal,Indian classics,1929-08-28,English,"Mahabharata, Upanishads"
Pydimarri Venkata Subba Rao,Writer,1916-06-10,,National Pledge (India)
Pádraic Ó Conaire,"Fiction, satire, folklore",1882-02-20,,Deoraíocht
Péter Nádas,"Novel, short story, essays",1942-10-14,Hungarian people,"A Book of Memories, Parallel Stories"
Qais Akbar Omar,Memoir,1982-11-18,English,A Fort of Nine Towers
Qurratulain Hyder,Novelist & short story writer,1927-01-20,,Aag Ka Dariya
R. A. Salvatore,"Fantasy, science fiction",1959-01-20,Americans,"The DemonWars Saga, The Legend of Drizzt"
R. Barri Flowers,True crime,1956-10-25,,Masters of True Crime
Rachel Carson,Nature writing,1907-05-27,,"Silent Spring, The Edge of the Sea, The Sea Around Us, Under the Sea Wind"
Rachel Hollis,Self-help,1983-01-09,English,"Girl, Stop Apologizing, Girl, Wash Your Face"
Rachel Swirsky,"Fantasy, Science fiction",1982-04-14,,"If You Were a Dinosaur, My Love, The Lady Who Plucked Red Flowers beneath the Queen's Window"
Radovan Ivšić,"Poetry, drama, essays",1921-06-22,Croatia,King Gordogan
Rafael Sabatini,"Adventure novel, Romance novel",1875-04-29,Italian people,"Captain Blood (novel), Scaramouche (novel)"
Rainbow Rowell,"Fiction, New adult fiction, Young adult literature",1973-02-24,,"Carry On (novel), Eleanor & Park, Fangirl, Runaways (comics)"
Raja Rao,"Novel, short story, essay",1908-11-08,French language,The Serpent and the Rope
Raja Rao,"Novel, short story, essay",1908-11-08,Kannada,The Serpent and the Rope
Rajesh Vankar,"Free verse, Geet (song), Ghazal, Short story",1981-09-04,Gujarati language,Gujarati Tunki Vartama Pariveshni Karyasadhakta
Ralph Ellison,"Essay, criticism, novel, short story",1913-03-01,,Invisible Man
Randa Abdel-Fattah,"Fiction, School story",1979-06-06,,Does My Head Look Big in This?
Ransom Riggs,Children's literature,1979-02-03,,Miss Peregrine's Home for Peculiar Children
Rashid Jahan,Short story,1905-08-25,Urdu,Angarey
Ravinder Singh (author),Fiction,1982-02-04,,I Too Had a Love Story
Ray Galton,Television,1930-07-17,,"Comedy Playhouse, Hancock's Half Hour, Steptoe and Son"
Raymond E. Feist,Fantasy,1945-12-21,,Magician (Feist novel)
Razia Butt,Fiction,1924-05-19,,"Bano (novel), Naila (film), Saiqa (TV)"
Rebecca Caudill,Children's literature,1899-02-02,US,Tree of Freedom
Rebecca Harding Davis,"Fiction, journalism, poetry",1831-06-24,,Life in the Iron Mills
Rebecca Stead,"Children's literature, Science fiction, Young adult fiction",1968-01-16,,"First Light (Rebecca Stead novel), Liar & Spy, When You Reach Me"
Reinaldo Arenas,"Drama, Novel, Poetry",1943-07-16,,"Before Night Falls, Pentagonia"
Renée Watson (author),"Young Adult, Picture Books, Middle Grade",1978-07-29,,Piecing Me Together
Reub Long,Storytelling,1898-01-26,,The Oregon Desert
Rex Stout,Detective fiction,1886-12-01,,Rex Stout bibliography
Rhianna Pratchett,"Video games, fantasy",1976-12-30,,"Heavenly Sword, Mirror's Edge, Rise of the Tomb Raider, Tomb Raider (2013 video game)"
