,subject,predicate,object
507,Ann Patchett,wrote,BookBel_Canto_Novel
508,Ann Patchett,writesGenre,GenreLiterary_Fiction
509,Ann Patchett,bornInCentury,Century_20
510,Anna Gavalda,wrote,BookHunting_And_Gathering_Novel
511,Anna Gavalda,writesGenre,GenreNovel
512,Anna Gavalda,writesGenre,GenreShort_Stories
513,Anna Gavalda,bornInCentury,Century_20
514,Anne Brontë,wrote,BookThe_Tenant_Of_Wildfell_Hall
515,Anne Brontë,writesGenre,GenreFiction
516,Anne Brontë,writesGenre,GenrePoetry
517,Anne Brontë,bornInCentury,Century_19
518,Anne Desclos,wrote,BookStory_Of_O
519,Anne Desclos,writesGenre,GenreProse
520,Anne Desclos,bornInCentury,Century_20
521,Anne Digby,wrote,BookTrebizon
522,Anne Digby,writesGenre,GenreChildrens_Fiction
523,Anne Digby,bornInCentury,Century_20
524,Anne Enright,wrote,BookThe_Gathering_Enright_Novel
525,Anne Enright,writesGenre,GenreNovel
526,Anne Enright,writesGenre,GenreShort_Story
527,Anne Enright,bornInCentury,Century_20
528,Anne Fine,wrote,BookFlour_Babies
529,Anne Fine,wrote,BookGoggleeyes
530,Anne Fine,wrote,BookMadame_Doubtfire
531,Anne Fine,writesGenre,GenreBlack_Comedy
532,Anne Fine,bornInCentury,Century_20
533,Anne Mather,wrote,BookLeopard_In_The_Snow
534,Anne Mather,writesGenre,GenreRomantic_Novel
535,Anne Mather,bornInCentury,Century_20
536,Anne McCaffrey,wrote,BookDragonriders_Of_Pern
537,Anne McCaffrey,wrote,BookRestoree
538,Anne McCaffrey,wrote,BookThe_Ship_Who_Sang
539,Anne McCaffrey,writesGenre,GenreScience_Fiction
540,Anne McCaffrey,writesGenre,GenreRomance
541,Anne McCaffrey,bornInCentury,Century_20
542,Anne Parrish,wrote,BookFloating_Island
543,Anne Parrish,wrote,BookThe_Dream_Coach
544,Anne Parrish,wrote,BookThe_Story_Of_Appleby_Capple
545,Anne Parrish,writesGenre,GenreChildrens_Literature
546,Anne Parrish,bornInCentury,Century_19
547,Anne Robillard,wrote,BookKnights_Of_Emerald
548,Anne Robillard,writesGenre,GenreFantasy
549,Anne Robillard,bornInCentury,Century_20
550,Annie Dillard,wrote,BookPilgrim_At_Tinker_Creek
551,Annie Dillard,wrote,BookThe_Maytrees_Novel
552,Annie Dillard,writesGenre,GenreNonfiction
553,Annie Dillard,writesGenre,GenreFiction
554,Annie Dillard,writesGenre,GenrePoetry
555,Annie Dillard,bornInCentury,Century_20
556,Annie M. G. Schmidt,wrote,BookJip_En_Janneke
557,Annie M. G. Schmidt,wrote,BookPluk_Van_De_Petteflet
558,Annie M. G. Schmidt,writesGenre,GenreDrama
559,Annie M. G. Schmidt,writesGenre,GenrePoetry
560,Annie M. G. Schmidt,bornInCentury,Century_20
561,Antanas Baranauskas,wrote,BookThe_Forest_Of_Anykiai
562,Antanas Baranauskas,writesGenre,GenreRomanticism
563,Antanas Baranauskas,bornInCentury,Century_19
564,Anthony Horowitz,wrote,BookAlex_Rider
565,Anthony Horowitz,wrote,BookFoyles_War
566,Anthony Horowitz,wrote,BookMagpie_Murders
567,Anthony Horowitz,wrote,BookThe_Diamond_Brothers
568,Anthony Horowitz,wrote,BookThe_House_Of_Silk
569,Anthony Horowitz,wrote,BookThe_Power_Of_Five
570,Anthony Horowitz,writesGenre,GenreAdventure
571,Anthony Horowitz,writesGenre,GenreMystery
572,Anthony Horowitz,writesGenre,GenreThriller
573,Anthony Horowitz,writesGenre,GenreHorror
574,Anthony Horowitz,writesGenre,GenreFantasy
575,Anthony Horowitz,bornInCentury,Century_20
576,Anthony McGowan,wrote,BookHellbent_Novel
577,Anthony McGowan,wrote,BookThe_Knife_That_Killed_Me
578,Anthony McGowan,writesGenre,GenreChildrens_Literature
579,Anthony McGowan,writesGenre,GenreLiterary_Fiction
580,Anthony McGowan,writesGenre,GenreNonfiction
581,Anthony McGowan,writesGenre,GenreYoung_Adult_Fiction
582,Anthony McGowan,bornInCentury,Century_20
583,Antonella Gambotto-Burke,wrote,BookMama_Love
584,Antonella Gambotto-Burke,wrote,BookMotherhood_And_Revolution
585,Antonella Gambotto-Burke,wrote,BookThe_Eclipse_A_Memoir_Of_Suicide
586,Antonella Gambotto-Burke,writesGenre,GenreMemoir
587,Antonella Gambotto-Burke,writesGenre,GenreLiterary_Nonfiction
588,Antonella Gambotto-Burke,bornInCentury,Century_20
589,Antonio Skármeta,wrote,BookArdiente_Paciencia
590,Antonio Skármeta,writesGenre,GenreNovel
591,Antonio Skármeta,bornInCentury,Century_20
592,Anya Seton,wrote,BookGreen_Darkness
593,Anya Seton,wrote,BookKatherine_Seton_Novel
594,Anya Seton,writesGenre,GenreHistorical_Fiction
595,Anya Seton,bornInCentury,Century_20
596,Apostolos Doxiadis,wrote,BookLogicomix
597,Apostolos Doxiadis,wrote,BookUncle_Petros_And_Goldbachs_Conjecture
598,Apostolos Doxiadis,writesGenre,GenreGraphic_Novel
599,Apostolos Doxiadis,bornInCentury,Century_20
600,Aravind Adiga,wrote,BookLast_Man_In_Tower
601,Aravind Adiga,wrote,BookSelection_Day
602,Aravind Adiga,wrote,BookThe_White_Tiger_Adiga_Novel
603,Aravind Adiga,writesGenre,GenreNovel_And_Short_Story
604,Aravind Adiga,bornInCentury,Century_20
605,Ari Berk,wrote,BookGoblins
606,Ari Berk,wrote,BookSecret_History
607,Ari Berk,writesGenre,GenreChildrens_Fiction
608,Ari Berk,writesGenre,GenreDark_Fantasy
609,Ari Berk,writesGenre,GenreFantasy
610,Ari Berk,writesGenre,GenreGothic_Fiction
611,Ari Berk,writesGenre,GenreMythology
612,Ari Berk,writesGenre,GenreNonfiction
613,Ari Berk,writesGenre,GenrePoetry
614,Ari Berk,writesGenre,GenreYoung_Adult_Fiction
615,Ari Berk,bornInCentury,Century_20
616,Ariel S. Leve,wrote,BookAn_Abbreviated_Life
617,Ariel S. Leve,writesGenre,GenreNon_Fiction
618,Ariel S. Leve,writesGenre,GenreMemoir
619,Ariel S. Leve,bornInCentury,Century_20
620,Arlette Cousture,wrote,BookLes_Filles_De_Caleb
621,Arlette Cousture,writesGenre,GenreNovel
622,Arlette Cousture,bornInCentury,Century_20
623,Arnold Lobel,wrote,BookFrog_And_Toad
624,Arnold Lobel,wrote,BookMouse_Soup
625,Arnold Lobel,writesGenre,GenreChildrens_Literature
626,Arnold Lobel,bornInCentury,Century_20
627,Arnold Weinstein,wrote,BookA_View_From_The_Bridge
628,Arnold Weinstein,wrote,BookMcteague
629,Arnold Weinstein,writesGenre,GenreMusical_Theatre
630,Arnold Weinstein,writesGenre,GenreOpera
631,Arnold Weinstein,bornInCentury,Century_20
632,Arnon Grunberg,wrote,BookTirza
633,Arnon Grunberg,writesGenre,GenreNovels
634,Arnon Grunberg,writesGenre,GenreEssays
635,Arnon Grunberg,writesGenre,GenreColumns
636,Arnon Grunberg,bornInCentury,Century_20
637,Arthur C. Clarke,wrote,Book2001_A_Space_Odyssey
638,Arthur C. Clarke,wrote,BookChildhoods_End
639,Arthur C. Clarke,wrote,BookRendezvous_With_Rama
640,Arthur C. Clarke,wrote,BookThe_Fountains_Of_Paradise
641,Arthur C. Clarke,writesGenre,GenreHard_Science_Fiction
642,Arthur C. Clarke,writesGenre,GenrePopular_Science
643,Arthur C. Clarke,bornInCentury,Century_20
644,Arthur Conan Doyle,wrote,BookCanon_Of_Sherlock_Holmes
645,Arthur Conan Doyle,wrote,BookThe_Lost_World_Conan_Doyle_Novel
646,Arthur Conan Doyle,writesGenre,GenreDetective_Fiction
647,Arthur Conan Doyle,bornInCentury,Century_19
648,Arthur Phillips,wrote,BookPrague_Novel
649,Arthur Phillips,wrote,BookThe_Tragedy_Of_Arthur
650,Arthur Phillips,writesGenre,GenreLiterary_Fiction
651,Arthur Phillips,bornInCentury,Century_20
652,Arthur Ransome,wrote,BookSwallows_And_Amazons_Series
653,Arthur Ransome,writesGenre,GenreChildrens_Literature
654,Arthur Ransome,bornInCentury,Century_19
655,Arthur Schnitzler,wrote,BookDream_Story
656,Arthur Schnitzler,wrote,BookFrulein_Else_Novella
657,Arthur Schnitzler,wrote,BookLa_Ronde_Play
658,Arthur Schnitzler,writesGenre,GenreShort_Stories
659,Arthur Schnitzler,writesGenre,GenreNovels
660,Arthur Schnitzler,writesGenre,GenrePlays
661,Arthur Schnitzler,bornInCentury,Century_19
662,Arto Paasilinna,wrote,BookThe_Howling_Miller
663,Arto Paasilinna,wrote,BookThe_Year_Of_The_Hare_Novel
664,Arto Paasilinna,writesGenre,GenreComedy
665,Arto Paasilinna,writesGenre,GenrePicaresque
666,Arto Paasilinna,writesGenre,GenreSatire
667,Arto Paasilinna,bornInCentury,Century_20
668,Arturo Islas,wrote,BookThe_Rain_God
669,Arturo Islas,writesGenre,GenreChicano_Literature
670,Arturo Islas,bornInCentury,Century_20
671,Arturo Pérez-Reverte,wrote,BookCaptain_Alatriste
672,Arturo Pérez-Reverte,writesGenre,GenreHistorical_Novel
673,Arturo Pérez-Reverte,bornInCentury,Century_20
674,Aryamba Pattabhi,wrote,BookEradu_Mukha
675,Aryamba Pattabhi,wrote,BookSavathiya_Neralu
676,Aryamba Pattabhi,writesGenre,GenreBiographies
677,Aryamba Pattabhi,writesGenre,GenreFeminism
678,Aryamba Pattabhi,writesGenre,GenreFiction_On_Family_Dramas
679,Aryamba Pattabhi,writesGenre,GenrePsychological_Mental_Illness
680,Aryamba Pattabhi,writesGenre,GenreRomance
681,Aryamba Pattabhi,writesGenre,GenreSocial_Stigma
682,Aryamba Pattabhi,writesGenre,GenreSports
683,Aryamba Pattabhi,bornInCentury,Century_20
684,Ashapurna Devi,wrote,BookProthom_Protishruti
685,Ashapurna Devi,writesGenre,GenreFiction
686,Ashapurna Devi,bornInCentury,Century_20
687,Ashley Pharoah,wrote,BookAshes_To_Ashes_British_Tv_Series
688,Ashley Pharoah,wrote,BookLife_On_Mars_Uk_Tv_Series
689,Ashley Pharoah,wrote,BookWild_At_Heart_Uk_Tv_Series
690,Ashley Pharoah,writesGenre,GenreDrama
691,Ashley Pharoah,writesGenre,GenreScience_Fiction
692,Ashley Pharoah,bornInCentury,Century_20
693,Ashwin Sanghi,wrote,BookChanakyas_Chant
694,Ashwin Sanghi,wrote,BookThe_Krishna_Key
695,Ashwin Sanghi,wrote,BookThe_Rozabal_Line
696,Ashwin Sanghi,writesGenre,GenreConspiracy_Fiction
697,Ashwin Sanghi,writesGenre,GenreMystery_Fiction
698,Ashwin Sanghi,writesGenre,GenreThriller_Genre
699,Ashwin Sanghi,bornInCentury,Century_20
700,Athol Fugard,wrote,BookMaster_Haroldand_The_Boys
701,Athol Fugard,wrote,BookBlood_Knot
702,Athol Fugard,writesGenre,GenreDrama
703,Athol Fugard,writesGenre,GenreNovel
704,Athol Fugard,writesGenre,GenreMemoir
705,Athol Fugard,bornInCentury,Century_20
706,Audre Lorde,wrote,BookThe_Cancer_Journals
707,Audre Lorde,wrote,BookZami_A_New_Spelling_Of_My_Name
708,Audre Lorde,writesGenre,GenreNonfiction
709,Audre Lorde,writesGenre,GenrePoetry
710,Audre Lorde,bornInCentury,Century_20
711,Augusta Jane Evans Wilson,wrote,BookSt_Elmo_Novel
712,Augusta Jane Evans Wilson,writesGenre,GenreSouthern_Literature
713,Augusta Jane Evans Wilson,bornInCentury,Century_19
714,Augusto Roa Bastos,wrote,BookHijo_De_Hombre
715,Augusto Roa Bastos,wrote,BookI
716,Augusto Roa Bastos,wrote,BookThe_Supreme
717,Augusto Roa Bastos,writesGenre,GenreDictator_Novel
718,Augusto Roa Bastos,bornInCentury,Century_20
719,Avi (author),wrote,BookCrispin_The_Cross_Of_Lead
720,Avi (author),wrote,BookNothing_But_The_Truth_Book
721,Avi (author),wrote,BookPoppy_Novel
722,Avi (author),wrote,BookThe_True_Confessions_Of_Charlotte_Doyle
723,Avi (author),writesGenre,GenreChildrens_Literature
724,Avi (author),writesGenre,GenreYa_Fiction
725,Avi (author),bornInCentury,Century_20
726,Ayana Gray,wrote,BookBeasts_Of_Prey_Novel
727,Ayana Gray,writesGenre,GenreChildrens_Literature
728,Ayana Gray,writesGenre,GenreFantasy
729,Ayana Gray,bornInCentury,Century_20
730,Ayu Utami,wrote,BookSaman_Novel
731,Ayu Utami,writesGenre,GenreEssay
732,Ayu Utami,writesGenre,GenreNovel
733,Ayu Utami,bornInCentury,Century_20
734,B. S. Johnson,wrote,BookAlbert_Angelo
735,B. S. Johnson,wrote,BookChristie_Malrys_Own_Doubleentry
736,B. S. Johnson,writesGenre,GenreProse
737,B. S. Johnson,bornInCentury,Century_20
738,Babi Dewet,wrote,BookSbado__Noite
739,Babi Dewet,writesGenre,GenreRomance
740,Babi Dewet,writesGenre,GenreJuvenile
741,Babi Dewet,writesGenre,GenreYoung_Adult
742,Babi Dewet,bornInCentury,Century_20
743,Baku Yumemakura,wrote,BookGarou_Den
744,Baku Yumemakura,wrote,BookOnmyoji_Novel_Series
745,Baku Yumemakura,wrote,BookThe_Summit_Of_The_Gods
746,Baku Yumemakura,writesGenre,GenreAdventure_Novel
747,Baku Yumemakura,writesGenre,GenreFantasy
748,Baku Yumemakura,writesGenre,GenreScience_Fiction
749,Baku Yumemakura,bornInCentury,Century_20
750,Bali Rai,wrote,BookUnarranged_Marriage
751,Bali Rai,writesGenre,GenreYoung_Adult_Fiction
752,Bali Rai,bornInCentury,Century_20
753,Barbara Comyns,wrote,BookThe_Vets_Daughter
754,Barbara Comyns,writesGenre,GenreEnglish_Literature
755,Barbara Comyns,bornInCentury,Century_20
756,Barbara Cooney,wrote,BookChanticleer_And_The_Fox_Book
757,Barbara Cooney,wrote,BookMiss_Rumphius
758,Barbara Cooney,wrote,BookOxcart_Man
759,Barbara Cooney,writesGenre,GenreChildrens_Literature
760,Barbara Cooney,writesGenre,GenreFiction
761,Barbara Cooney,writesGenre,GenrePoetry
762,Barbara Cooney,bornInCentury,Century_20
763,Barbro Lindgren,wrote,BookDen_Vilda_Bebin
764,Barbro Lindgren,wrote,BookMax_Book_Series
765,Barbro Lindgren,writesGenre,GenreChildrens_Fiction
766,Barbro Lindgren,writesGenre,GenrePicture_Books
767,Barbro Lindgren,bornInCentury,Century_20
768,Barcroft Boake (poet),wrote,BookWhere_The_Dead_Men_Lie
769,Barcroft Boake (poet),writesGenre,GenreBush_Poetry
770,Barcroft Boake (poet),bornInCentury,Century_19
771,Baroness Orczy,wrote,BookThe_Emperors_Candlesticks
772,Baroness Orczy,wrote,BookThe_Scarlet_Pimpernel
773,Baroness Orczy,writesGenre,GenreAdventure_Fiction
774,Baroness Orczy,writesGenre,GenreMystery_Fiction
775,Baroness Orczy,bornInCentury,Century_19
776,Barry B. Longyear,wrote,BookCircus_World_Novel
777,Barry B. Longyear,wrote,BookEnemy_Mine_Novella
778,Barry B. Longyear,wrote,BookSea_Of_Glass
779,Barry B. Longyear,writesGenre,GenreScience_Fiction
780,Barry B. Longyear,bornInCentury,Century_20
781,Barry Took,wrote,BookBootsie_And_Snudge
782,Barry Took,wrote,BookOneupmanship
783,Barry Took,wrote,BookRound_The_Horne
784,Barry Took,wrote,BookThe_Army_Game
785,Barry Took,writesGenre,GenreRadio
786,Barry Took,writesGenre,GenreTelevision
787,Barry Took,bornInCentury,Century_20
788,Barthold Fles,wrote,BookBambis_Children
789,Barthold Fles,wrote,BookLiterature
790,Barthold Fles,writesGenre,GenreChildrens_Literature
791,Barthold Fles,writesGenre,GenreNonfiction
792,Barthold Fles,bornInCentury,Century_20
793,Becca Fitzpatrick,wrote,BookHush
794,Becca Fitzpatrick,wrote,BookHush_Series
795,Becca Fitzpatrick,writesGenre,GenreFantasy
796,Becca Fitzpatrick,writesGenre,GenreRomance_Novel
797,Becca Fitzpatrick,writesGenre,GenreYoung_Adult_Fiction
798,Becca Fitzpatrick,bornInCentury,Century_20
799,Becky Albertalli,wrote,BookLeah_On_The_Offbeat
800,Becky Albertalli,wrote,BookLove
801,Becky Albertalli,wrote,BookCreekwood
802,Becky Albertalli,wrote,BookSimon_Vs_The_Homo_Sapiens_Agenda
803,Becky Albertalli,wrote,BookThe_Upside_Of_Unrequited
804,Becky Albertalli,writesGenre,GenreComing_Of_Age_Novel
805,Becky Albertalli,writesGenre,GenreLgbt_Literature
806,Becky Albertalli,writesGenre,GenreYoung_Adult_Fiction
807,Becky Albertalli,bornInCentury,Century_20
808,Ben Okri,wrote,BookStarbook
809,Ben Okri,wrote,BookThe_Famished_Road
810,Ben Okri,writesGenre,GenreFiction
811,Ben Okri,writesGenre,GenreEssays
812,Ben Okri,writesGenre,GenrePoetry
813,Ben Okri,bornInCentury,Century_20
814,Bernard Cornwell,wrote,BookSharpe_Novel_Series
815,Bernard Cornwell,wrote,BookThe_Saxon_Stories
816,Bernard Cornwell,wrote,BookThe_Warlord_Chronicles
817,Bernard Cornwell,writesGenre,GenreHistorical_Fiction
818,Bernard Cornwell,writesGenre,GenreHistorical_Nonfiction
819,Bernard Cornwell,bornInCentury,Century_20
820,Bernard Malamud,wrote,BookThe_Fixer_Novel
821,Bernard Malamud,wrote,BookThe_Natural
822,Bernard Malamud,writesGenre,GenreNovel
823,Bernard Malamud,writesGenre,GenreShort_Story
824,Bernard Malamud,bornInCentury,Century_20
825,Bernie West,wrote,BookAll_In_The_Family
826,Bernie West,wrote,BookThe_Jeffersons
827,Bernie West,wrote,BookThe_Ropers
828,Bernie West,wrote,BookThrees_A_Crowd
829,Bernie West,wrote,BookThrees_Company
830,Bernie West,writesGenre,GenreSitcom
831,Bernie West,bornInCentury,Century_20
832,Bertha Harris,wrote,BookLover_Novel
833,Bertha Harris,writesGenre,GenreLesbian_Fiction
834,Bertha Harris,bornInCentury,Century_20
835,Berthe Bénichou-Aboulker,wrote,BookBerbers
836,Berthe Bénichou-Aboulker,wrote,BookKahina
837,Berthe Bénichou-Aboulker,writesGenre,GenreDrama
838,Berthe Bénichou-Aboulker,writesGenre,GenrePoetry
839,Berthe Bénichou-Aboulker,bornInCentury,Century_19
840,Bertolt Brecht,wrote,BookLife_Of_Galileo
841,Bertolt Brecht,wrote,BookMother_Courage_And_Her_Children
842,Bertolt Brecht,wrote,BookMr_Puntila_And_His_Man_Matti
843,Bertolt Brecht,wrote,BookThe_Caucasian_Chalk_Circle
844,Bertolt Brecht,wrote,BookThe_Good_Person_Of_Szechwan
845,Bertolt Brecht,wrote,BookThe_Resistible_Rise_Of_Arturo_Ui
846,Bertolt Brecht,wrote,BookThe_Threepenny_Opera
847,Bertolt Brecht,writesGenre,GenreEpic_Theatre
848,Bertolt Brecht,writesGenre,GenreNonaristotelian_Drama
849,Bertolt Brecht,bornInCentury,Century_19
850,Bessie Head,wrote,BookWhen_Rain_Clouds_Gather
851,Bessie Head,writesGenre,GenreEssay
852,Bessie Head,writesGenre,GenreFiction
853,Bessie Head,writesGenre,GenreNovel
854,Bessie Head,bornInCentury,Century_20
855,Betsy Byars,wrote,BookSummer_Of_The_Swans
856,Betsy Byars,writesGenre,GenreChildrens_Fiction
857,Betsy Byars,writesGenre,GenreHistorical_Fiction
858,Betsy Byars,writesGenre,GenreRealistic_Fiction
859,Betsy Byars,writesGenre,GenreYoung_Adult_Fiction
860,Betsy Byars,bornInCentury,Century_20
861,Bette Greene,wrote,BookSummer_Of_My_German_Soldier
862,Bette Greene,writesGenre,GenreChildrens_Fiction
863,Bette Greene,writesGenre,GenreYoung_Adult_Fiction
864,Bette Greene,bornInCentury,Century_20
865,Betty Fussell,wrote,BookFood__Wine_Magazine
866,Betty Fussell,wrote,BookGastronomica
867,Betty Fussell,wrote,BookLos_Angeles_Times
868,Betty Fussell,wrote,BookMetropolitan_Home
869,Betty Fussell,wrote,BookSaveur
870,Betty Fussell,wrote,BookThe_New_York_Times
871,Betty Fussell,wrote,BookThe_New_Yorker
872,Betty Fussell,wrote,BookVogue_Magazine
873,Betty Fussell,writesGenre,GenreBiographies
874,Betty Fussell,writesGenre,GenreCookbooks
875,Betty Fussell,writesGenre,GenreFood_History
876,Betty Fussell,writesGenre,GenreMemoirs
877,Betty Fussell,bornInCentury,Century_20
878,Betty MacDonald,wrote,BookMrs_Pigglewiggle
879,Betty MacDonald,wrote,BookThe_Egg_And_I
880,Betty MacDonald,writesGenre,GenreAutobiography
881,Betty MacDonald,writesGenre,GenreChildrens_Literature
882,Betty MacDonald,bornInCentury,Century_20
883,Betty Ren Wright,wrote,BookChristinas_Ghost
884,Betty Ren Wright,wrote,BookThe_Dollhouse_Murders
885,Betty Ren Wright,writesGenre,GenreChildrens_Fiction
886,Betty Ren Wright,writesGenre,GenreGhost_Story
887,Betty Ren Wright,bornInCentury,Century_20
888,Bharati Mukherjee,wrote,BookJasmine_Novel
889,Bharati Mukherjee,writesGenre,GenreShort_Story
890,Bharati Mukherjee,bornInCentury,Century_20
891,Bhavesh Bhatt,wrote,BookBhitarno_Shankhanaad
892,Bhavesh Bhatt,wrote,BookChhe_To_Chhe
893,Bhavesh Bhatt,writesGenre,GenreGhazal
894,Bhavesh Bhatt,bornInCentury,Century_20
895,Bienvenido Santos,wrote,BookScent_Of_Apples
896,Bienvenido Santos,writesGenre,GenreFiction
897,Bienvenido Santos,writesGenre,GenrePoetry
898,Bienvenido Santos,bornInCentury,Century_20
899,Bill Coffin,wrote,BookHeroes_Unlimited
900,Bill Coffin,wrote,BookPalladium_Fantasy_Roleplaying_Game
901,Bill Coffin,wrote,BookRifts_Roleplaying_Game
902,Bill Coffin,wrote,BookSystems_Failure
903,Bill Coffin,writesGenre,GenreFantasy
904,Bill Coffin,writesGenre,GenreScience_Fiction
905,Bill Coffin,bornInCentury,Century_20
906,Bill Konigsberg,wrote,BookOpenly_Straight
907,Bill Konigsberg,writesGenre,GenreYoung_Adult
908,Bill Konigsberg,writesGenre,GenreLgbt
909,Bill Konigsberg,bornInCentury,Century_20
910,Bimal Mitra,wrote,BookSaheb_Bibi_Golam
911,Bimal Mitra,writesGenre,GenreNovelist
912,Bimal Mitra,writesGenre,GenreStories
913,Bimal Mitra,bornInCentury,Century_20
914,Binod Bihari Verma,wrote,BookMaithili_Karna_Kayasthak_Panjik_Sarvekshan
915,Binod Bihari Verma,writesGenre,GenreRural_Life
916,Binod Bihari Verma,writesGenre,GenreSocial_Justice
917,Binod Bihari Verma,writesGenre,GenreHistorical
918,Binod Bihari Verma,bornInCentury,Century_20
919,Blake Crouch,wrote,BookDark_Matter_Crouch_Novel
920,Blake Crouch,wrote,BookThe_Wayward_Pines_Trilogy
921,Blake Crouch,writesGenre,GenreMystery_Fiction
922,Blake Crouch,writesGenre,GenreScience_Fiction
923,Blake Crouch,writesGenre,GenreThriller_Genre
924,Blake Crouch,bornInCentury,Century_20
925,Blanche d'Alpuget,wrote,BookThe_Young_Lion
926,Blanche d'Alpuget,wrote,BookTurtle_Beach_Film
927,Blanche d'Alpuget,writesGenre,GenreBiography
928,Blanche d'Alpuget,writesGenre,GenreDrama
929,Blanche d'Alpuget,writesGenre,GenreRomance_Novel
930,Blanche d'Alpuget,bornInCentury,Century_20
931,Bob Proctor (author),wrote,BookThe_Secret_2006_Film
932,Bob Proctor (author),writesGenre,GenreSelfhelp
933,Bob Proctor (author),bornInCentury,Century_20
934,Boban Knežević,wrote,BookBlack_Blossom
935,Boban Knežević,writesGenre,GenreFantasy
936,Boban Knežević,bornInCentury,Century_20
937,Boris Akunin,wrote,BookErast_Fandorin
938,Boris Akunin,writesGenre,GenreDetective_Fiction
939,Boris Akunin,writesGenre,GenreHistorical_Fiction
940,Boris Akunin,bornInCentury,Century_20
941,Brad Meltzer,wrote,BookIdentity_Crisis_Dc_Comics
